num_topics, beta, max_bleu, max_jaccard, max_cos, max_fscore10,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.016333676622039134,0.01786830107302966,0.7632838,nan
31,[0.05 0.05 0.05 ... 0.05 0.05 0.05],0.008321131850050541,0.009701975919624635,0.7591511,nan
32,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.0,0.0,nan,nan
32,[0.005 0.005 0.005 ... 0.005 0.005 0.005],0.0,0.0,nan,nan
32,[0.01 0.01 0.01 ... 0.01 0.01 0.01],0.0,0.0,nan,nan
32,[0.05 0.05 0.05 ... 0.05 0.05 0.05],0.0,0.0,nan,nan
33,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.0,0.0,nan,nan
33,[0.005 0.005 0.005 ... 0.005 0.005 0.005],0.0,0.0,nan,nan
33,[0.01 0.01 0.01 ... 0.01 0.01 0.01],0.0,0.0,nan,nan
33,[0.05 0.05 0.05 ... 0.05 0.05 0.05],0.0,0.0,nan,nan
34,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.0072319287427201106,0.008327069713404012,0.7505047,nan
34,[0.005 0.005 0.005 ... 0.005 0.005 0.005],0.007476966690290573,0.008654202927506117,0.7517838,nan
34,[0.01 0.01 0.01 ... 0.01 0.01 0.01],0.007612856626941134,0.008838044643116381,0.7529506,nan
34,[0.05 0.05 0.05 ... 0.05 0.05 0.05],0.008290462999604273,0.00969349554138177,0.7550659,nan
35,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.007244258872651359,0.008393515475698473,0.74879056,nan
35,[0.005 0.005 0.005 ... 0.005 0.005 0.005],0.007504507753335737,0.00873454550085318,0.7486509,nan
35,[0.01 0.01 0.01 ... 0.01 0.01 0.01],0.007650513950073421,0.008930935552803752,0.74902445,nan
35,[0.05 0.05 0.05 ... 0.05 0.05 0.05],0.008017740069417663,0.009422086413679372,0.7498235,nan
36,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.0,0.0,nan,nan
36,[0.005 0.005 0.005 ... 0.005 0.005 0.005],0.0,0.0,nan,nan
36,[0.01 0.01 0.01 ... 0.01 0.01 0.01],0.0,0.0,nan,nan
36,[0.05 0.05 0.05 ... 0.05 0.05 0.05],0.0,0.0,nan,nan
